Country or Area,Year,Area,Month,Record Type,Reliability,Source Year,Value,Value Footnotes
Italy,1994,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1998,43859,
Italy,1994,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1998,38767,
Italy,1994,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1998,44163,
Italy,1994,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1998,43948,
Italy,1994,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1998,47419,
Italy,1994,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1998,45082,
Italy,1994,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1998,47703,
Italy,1994,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1998,45599,
Italy,1994,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1998,45976,
Italy,1994,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1998,44419,
Italy,1994,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1998,42382,
Italy,1994,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1998,43733,
Italy,1993,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,549484,
Italy,1993,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1995,45704,
Italy,1993,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1995,39578,
Italy,1993,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1995,45536,
Italy,1993,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1995,43942,
Italy,1993,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1995,45465,
Italy,1993,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1995,46215,
Italy,1993,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1995,52284,
Italy,1993,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1995,48270,
Italy,1993,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1995,47807,
Italy,1993,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1995,47353,
Italy,1993,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1995,43330,
Italy,1993,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1995,44000,
Italy,1992,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,567841,
Italy,1992,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1995,47088,
Italy,1992,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1995,43314,
Italy,1992,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1995,47019,
Italy,1992,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1995,45020,
Italy,1992,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1995,48192,
Italy,1992,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1995,47881,
Italy,1992,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1995,51857,
Italy,1992,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1995,48996,
Italy,1992,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1995,49438,
Italy,1992,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1995,48334,
Italy,1992,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1995,45094,
Italy,1992,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1995,45608,
Italy,1991,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1995,562787,
Italy,1991,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1995,46262,
Italy,1991,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1995,40794,
Italy,1991,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1995,44873,
Italy,1991,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1995,44924,
Italy,1991,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1995,50618,
Italy,1991,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1995,48842,
Italy,1991,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1995,50634,
Italy,1991,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1995,47372,
Italy,1991,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1995,49012,
Italy,1991,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1995,48550,
Italy,1991,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1995,45380,
Italy,1991,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1995,45526,
Italy,1990,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1993,569255,
Italy,1990,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1993,46054,
Italy,1990,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1993,40908,
Italy,1990,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1993,47236,
Italy,1990,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1993,45365,
Italy,1990,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1993,50147,
Italy,1990,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1993,48598,
Italy,1990,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1993,53320,
Italy,1990,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1993,50807,
Italy,1990,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1993,48207,
Italy,1990,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1993,48274,
Italy,1990,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1993,44718,
Italy,1990,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1993,45621,
Italy,1989,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1992,560688,
Italy,1989,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1992,44786,
Italy,1989,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1992,39860,
Italy,1989,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1992,45670,
Italy,1989,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1992,43892,
Italy,1989,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1992,47996,
Italy,1989,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1992,49298,
Italy,1989,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1992,51897,
Italy,1989,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1992,49635,
Italy,1989,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1992,48276,
Italy,1989,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1992,48316,
Italy,1989,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1992,45074,
Italy,1989,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1992,45988,
Italy,1988,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1990,569698,
Italy,1988,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1990,46618,
Italy,1988,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1990,43272,
Italy,1988,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1990,47821,
Italy,1988,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1990,44539,
Italy,1988,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1990,49480,
Italy,1988,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1990,46877,
Italy,1988,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1990,50618,
Italy,1988,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1990,50025,
Italy,1988,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1990,51429,
Italy,1988,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1990,49014,
Italy,1988,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1990,45071,
Italy,1988,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1990,44934,
Italy,1985,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1988,577345,
Italy,1985,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1988,46939,
Italy,1985,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1988,41785,
Italy,1985,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1988,48932,
Italy,1985,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1988,48307,
Italy,1985,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1988,53760,
Italy,1985,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1988,51219,
Italy,1985,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1988,53889,
Italy,1985,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1988,48924,
Italy,1985,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1988,47866,
Italy,1985,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1988,48991,
Italy,1985,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1988,43694,
Italy,1985,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1988,43039,
Italy,1984,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1988,587871,
Italy,1984,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1988,47921,
Italy,1984,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1988,44455,
Italy,1984,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1988,49445,
Italy,1984,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1988,46577,
Italy,1984,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1988,50335,
Italy,1984,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1988,51560,
Italy,1984,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1988,54820,
Italy,1984,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1988,52932,
Italy,1984,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1988,50673,
Italy,1984,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1988,50174,
Italy,1984,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1988,45013,
Italy,1984,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1988,43966,
Italy,1983,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1987,601928,
Italy,1983,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1987,49908,
Italy,1983,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1987,44307,
Italy,1983,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1987,49682,
Italy,1983,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1987,47343,
Italy,1983,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1987,53621,
Italy,1983,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1987,52156,
Italy,1983,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1987,56181,
Italy,1983,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1987,52887,
Italy,1983,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1987,51642,
Italy,1983,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1987,51300,
Italy,1983,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1987,46538,
Italy,1983,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1987,46363,
Italy,1982,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1987,619097,
Italy,1982,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1987,50443,
Italy,1982,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1987,45802,
Italy,1982,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1987,50406,
Italy,1982,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1987,50760,
Italy,1982,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1987,56257,
Italy,1982,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1987,53522,
Italy,1982,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1987,56240,
Italy,1982,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1987,53923,
Italy,1982,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1987,53002,
Italy,1982,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1987,51783,
Italy,1982,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1987,48820,
Italy,1982,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1987,48139,
Italy,1981,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1985,623103,
Italy,1981,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1985,51158,
Italy,1981,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1985,45752,
Italy,1981,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1985,52362,
Italy,1981,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1985,52557,
Italy,1981,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1985,55551,
Italy,1981,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1985,53914,
Italy,1981,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1985,56739,
Italy,1981,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1985,53400,
Italy,1981,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1985,54535,
Italy,1981,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1985,51410,
Italy,1981,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1985,47454,
Italy,1981,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1985,48271,
Italy,1980,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1983,640401,
Italy,1980,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1983,52886,
Italy,1980,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1983,48441,
Italy,1980,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1983,54757,
Italy,1980,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1983,51726,
Italy,1980,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1983,57290,
Italy,1980,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1983,56152,
Italy,1980,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1983,58799,
Italy,1980,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1983,55133,
Italy,1980,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1983,54584,
Italy,1980,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1983,53564,
Italy,1980,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1983,48936,
Italy,1980,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1983,48133,
Italy,1979,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1981,670221,
Italy,1979,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1981,56802,
Italy,1979,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1981,50880,
Italy,1979,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1981,56650,
Italy,1979,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1981,56613,
Italy,1979,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1981,61826,
Italy,1979,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1981,58416,
Italy,1979,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1981,61614,
Italy,1979,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1981,58402,
Italy,1979,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1981,56404,
Italy,1979,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1981,54591,
Italy,1979,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1981,48678,
Italy,1979,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1981,49345,
Italy,1978,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1978,709043,
Italy,1978,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1978,59011,
Italy,1978,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1978,53406,
Italy,1978,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1978,60259,
Italy,1978,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1978,58861,
Italy,1978,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1978,64974,
Italy,1978,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1978,62324,
Italy,1978,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1978,64508,
Italy,1978,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1978,60691,
Italy,1978,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1978,59224,
Italy,1978,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1978,58984,
Italy,1978,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1978,53451,
Italy,1978,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1978,53350,
Italy,1977,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1979,741103,
Italy,1977,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1979,61882,
Italy,1977,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1979,56229,
Italy,1977,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1979,64143,
Italy,1977,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1979,60659,
Italy,1977,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1979,68606,
Italy,1977,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1979,66636,
Italy,1977,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1979,67128,
Italy,1977,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1979,63870,
Italy,1977,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1979,61750,
Italy,1977,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1979,60735,
Italy,1977,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1979,55028,
Italy,1977,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1979,54437,
Italy,1976,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1978,68384,1
Italy,1976,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1978,67318,1
Italy,1976,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1978,69215,1
Italy,1976,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1978,69434,1
Italy,1976,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1978,64977,1
Italy,1976,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1978,58914,1
Italy,1975,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1978,827852,
Italy,1975,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1978,71307,
Italy,1975,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1978,63461,
Italy,1975,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1978,71645,
Italy,1975,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1978,68463,
Italy,1975,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1978,72619,
Italy,1975,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1978,71329,
Italy,1975,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1978,76904,
Italy,1975,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1978,72670,
Italy,1975,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1978,68071,
Italy,1975,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1978,65723,
Italy,1975,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1978,62236,
Italy,1975,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1978,63424,
Italy,1974,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1977,868882,
Italy,1974,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1977,73501,
Italy,1974,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1977,64876,
Italy,1974,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1977,73071,
Italy,1974,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1977,70029,
Italy,1974,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1977,75554,
Italy,1974,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1977,73044,
Italy,1974,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1977,79441,
Italy,1974,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1977,77336,
Italy,1974,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1977,75387,
Italy,1974,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1977,73917,
Italy,1974,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1977,66606,
Italy,1974,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1977,66120,
Italy,1973,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1976,874546,
Italy,1973,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1976,75125,
Italy,1973,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1976,67208,
Italy,1973,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1976,74856,
Italy,1973,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1976,71084,
Italy,1973,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1976,77171,
Italy,1973,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1976,76100,
Italy,1973,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1976,80299,
Italy,1973,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1976,75523,
Italy,1973,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1976,71671,
Italy,1973,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1976,70138,
Italy,1973,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1976,66378,
Italy,1973,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1976,68993,
Italy,1972,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1974,888203,
Italy,1972,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1974,75148,
Italy,1972,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1974,69415,
Italy,1972,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1974,75996,
Italy,1972,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1974,71642,
Italy,1972,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1974,75234,
Italy,1972,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1974,76911,
Italy,1972,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1974,82348,
Italy,1972,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1974,77117,
Italy,1972,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1974,75423,
Italy,1972,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1974,73087,
Italy,1972,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1974,66976,
Italy,1972,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1974,68906,
Italy,1971,Total,Total,Data tabulated by year of occurrence,Provisional figure,1972,907380,
Italy,1971,Total,January,Data tabulated by year of occurrence,Provisional figure,1972,79175,
Italy,1971,Total,February,Data tabulated by year of occurrence,Provisional figure,1972,69631,
Italy,1971,Total,March,Data tabulated by year of occurrence,Provisional figure,1972,78776,
Italy,1971,Total,April,Data tabulated by year of occurrence,Provisional figure,1972,73390,
Italy,1971,Total,May,Data tabulated by year of occurrence,Provisional figure,1972,77984,
Italy,1971,Total,June,Data tabulated by year of occurrence,Provisional figure,1972,77218,
Italy,1971,Total,July,Data tabulated by year of occurrence,Provisional figure,1972,82265,
Italy,1971,Total,August,Data tabulated by year of occurrence,Provisional figure,1972,78151,
Italy,1971,Total,September,Data tabulated by year of occurrence,Provisional figure,1972,77044,
Italy,1971,Total,October,Data tabulated by year of occurrence,Provisional figure,1972,75823,
Italy,1971,Total,November,Data tabulated by year of occurrence,Provisional figure,1972,70260,
Italy,1971,Total,December,Data tabulated by year of occurrence,Provisional figure,1972,67663,
Italy,1970,Total,Total,Data tabulated by year of occurrence,"Final figure, complete",1972,901472,
Italy,1970,Total,January,Data tabulated by year of occurrence,"Final figure, complete",1972,77498,
Italy,1970,Total,February,Data tabulated by year of occurrence,"Final figure, complete",1972,68902,
Italy,1970,Total,March,Data tabulated by year of occurrence,"Final figure, complete",1972,77400,
Italy,1970,Total,April,Data tabulated by year of occurrence,"Final figure, complete",1972,75017,
Italy,1970,Total,May,Data tabulated by year of occurrence,"Final figure, complete",1972,77775,
Italy,1970,Total,June,Data tabulated by year of occurrence,"Final figure, complete",1972,78368,
Italy,1970,Total,July,Data tabulated by year of occurrence,"Final figure, complete",1972,83649,
Italy,1970,Total,August,Data tabulated by year of occurrence,"Final figure, complete",1972,76693,
Italy,1970,Total,September,Data tabulated by year of occurrence,"Final figure, complete",1972,70075,
Italy,1970,Total,October,Data tabulated by year of occurrence,"Final figure, complete",1972,71583,
Italy,1970,Total,November,Data tabulated by year of occurrence,"Final figure, complete",1972,71693,
Italy,1970,Total,December,Data tabulated by year of occurrence,"Final figure, complete",1972,72819,
,,,,,,,,
footnoteSeqID,Footnote,,,,,,,
1,Data as reported by national statistical authorities. Figures for the twelve months do not add up to the total.,,,,,,,
